px,py,vx,vy,px_measured,py_measured,gt_px,gt_py,gt_vx,gt_vy
8.07035,-5.76394,2.06476,-1.44713,7.79663,-6.00945,7.85,-6.05,1.81964,-1.81964
8.1303,-5.91513,2.03365,-1.48766,7.95034,-6.15505,7.95,-6.15,1.81962,-1.81962
8.26439,-6.04039,2.29216,-1.6259,8.04642,-6.30578,8.05,-6.3,1.99731,-2.99599
8.32566,-6.19605,2.24656,-1.68745,8.14855,-6.44643,8.15,-6.45,1.99732,-2.99598
8.39975,-6.27558,2.06702,-1.49326,8.26534,-6.60186,8.2,-6.55,0.909111,-1.81822
8.45399,-6.42798,2.01635,-1.54219,8.25279,-6.64996,8.25,-6.65,0.909111,-1.81822
8.54872,-6.52684,2.03668,-1.51489,8.2109,-6.73286,8.3,-6.8,0.90845,-2.72534
8.59043,-6.69221,1.96329,-1.58639,8.35448,-6.94719,8.35,-6.95,0.908442,-2.72531
8.72335,-6.82316,2.14564,-1.69736,8.61718,-7.22425,8.45,-7.1,1.81925,-2.72886
8.77216,-6.99815,2.06293,-1.78096,8.54666,-7.24803,8.55,-7.25,1.81924,-2.72886
8.87376,-7.10797,2.06824,-1.75294,8.69659,-7.3744,8.65,-7.35,1.82079,-1.8208
8.93147,-7.26315,2.00589,-1.80633,8.74711,-7.43338,8.75,-7.45,1.8208,-1.8208
9.02665,-7.36926,2.06079,-1.83249,8.68846,-7.50096,8.8,-7.6,0.997629,-2.99288
9.06391,-7.53512,1.97234,-1.91823,8.84984,-7.75349,8.85,-7.75,0.997629,-2.99288
9.13059,-7.63135,1.85259,-1.79848,8.77486,-7.80083,8.9,-7.9,0.909127,-2.72742
9.16211,-7.81604,1.75742,-1.8986,8.94604,-8.07116,8.95,-8.05,0.909127,-2.7274
9.21771,-7.91041,1.62969,-1.77215,8.92041,-8.11276,9,-8.15,0.909524,-1.81903
9.24151,-8.06867,1.54474,-1.83564,9.01893,-8.23506,9.05,-8.25,0.909516,-1.81902
9.31847,-8.18179,1.55906,-1.85589,9.04724,-8.3711,9.1,-8.4,0.909922,-2.72975
9.34698,-8.34689,1.48025,-1.93086,9.1628,-8.53304,9.15,-8.55,0.909913,-2.72976
9.44634,-8.48351,1.6155,-2.0921,9.09379,-8.55764,9.25,-8.7,1.8169,-2.72535
9.48824,-8.66148,1.53982,-2.17916,9.3508,-8.85468,9.35,-8.85,1.81688,-2.72532
9.56357,-8.78709,1.52312,-2.17414,9.40597,-8.96981,9.4,-9,0.910219,-2.73069
9.597,-8.97078,1.43667,-2.26736,9.45338,-9.162,9.45,-9.15,0.910228,-2.73069
9.66511,-9.0978,1.43471,-2.29607,9.51544,-9.36256,9.5,-9.3,0.997908,-2.99371
9.69269,-9.27181,1.35072,-2.3858,9.56994,-9.45148,9.55,-9.45,0.997908,-2.99372
9.72748,-9.38204,1.19773,-2.21239,9.62712,-9.59131,9.6,-9.55,0.909971,-1.81993
9.75543,-9.54657,1.12755,-2.27706,9.64603,-9.66938,9.65,-9.65,0.909954,-1.81992
9.79432,-9.66155,1.04521,-2.19251,9.63311,-9.79216,9.65,-9.8,0,-2.73054
9.80187,-9.83004,0.95447,-2.26356,9.64842,-9.95866,9.65,-9.95,0,-2.73053
9.86149,-9.96537,1.0092,-2.40368,9.61381,-9.98703,9.7,-10.1,0.998187,-2.99456
9.87191,-10.128,0.924364,-2.47133,9.7516,-10.2483,9.75,-10.25,0.998187,-2.99455
9.92271,-10.273,0.919223,-2.52124,9.7698,-10.3568,9.8,-10.4,0.909806,-2.7294
9.9438,-10.4444,0.846185,-2.57799,9.8633,-10.5382,9.85,-10.55,0.909797,-2.72938
9.9657,-10.5702,0.747617,-2.464,9.8617,-10.6917,9.85,-10.7,0,-2.72718
9.96498,-10.7465,0.651897,-2.53084,9.84674,-10.8547,9.85,-10.85,0,-2.72715
9.97829,-10.871,0.570968,-2.44666,9.75887,-10.887,9.85,-11,0,-2.72395
9.97094,-11.0438,0.476571,-2.50849,9.86442,-11.1448,9.85,-11.15,0,-2.72395
9.99031,-11.1844,0.43182,-2.5087,9.87245,-11.316,9.85,-11.3,0,-2.73074
9.97163,-11.3581,0.32695,-2.56599,9.85036,-11.4464,9.85,-11.45,0,-2.73075
9.98489,-11.5037,0.279475,-2.56517,9.93142,-11.6783,9.85,-11.6,0,-2.72396
9.95806,-11.6736,0.171436,-2.6095,9.83174,-11.7336,9.85,-11.75,0,-2.72396
9.95084,-11.7943,0.102632,-2.54392,9.80843,-11.8702,9.8,-11.9,-1.0005,-3.00149
9.90471,-11.9601,-0.0237753,-2.6001,9.75331,-12.0506,9.75,-12.05,-1.0005,-3.0015
9.8351,-12.0347,-0.184376,-2.16922,9.64519,-12.1714,9.65,-12.15,-1.81799,-1.81797
9.7617,-12.1858,-0.322999,-2.20374,9.55524,-12.2329,9.55,-12.25,-1.81797,-1.81797
9.72849,-12.3025,-0.391278,-2.15437,9.47014,-12.4324,9.45,-12.4,-1.82042,-2.73064
9.62001,-12.4709,-0.58097,-2.20701,9.34172,-12.5587,9.35,-12.55,-1.82041,-2.73063
9.54522,-12.5422,-0.664647,-1.95144,9.21558,-12.6577,9.25,-12.65,-1.99893,-1.99891
9.43171,-12.6824,-0.844382,-1.98327,9.16462,-12.7506,9.15,-12.75,-1.99891,-1.9989
9.3556,-12.77,-0.918707,-1.83043,9.08802,-12.8351,9.05,-12.85,-1.81839,-1.81839
9.22559,-12.9059,-1.10873,-1.83757,8.95936,-12.9426,8.95,-12.95,-1.81838,-1.81838
9.09545,-12.9563,-1.1815,-1.49028,8.8569,-13.1416,8.8,-13,-2.72942,-0.909806
8.94651,-13.0627,-1.37458,-1.45844,8.65422,-13.0444,8.65,-13.05,-2.72941,-0.909806
8.8465,-13.1223,-1.4554,-1.33898,8.49168,-13.0983,8.5,-13.15,-2.99987,-1.99991
8.6746,-13.2258,-1.69035,-1.30205,8.3436,-13.2381,8.35,-13.25,-2.99984,-1.9999
8.49211,-13.2525,-1.86789,-1.0068,8.19421,-13.0768,8.25,-13.2,-1.99797,0.998985
8.35304,-13.2877,-1.97033,-0.878835,8.15674,-13.1486,8.15,-13.15,-1.99797,0.998985
8.22075,-13.3256,-2.05718,-0.738929,7.9999,-13.1879,8,-13.2,-2.73,-0.910004
8.05392,-13.359,-2.18029,-0.592092,7.85314,-13.2533,7.85,-13.25,-2.73,-0.910004
7.84745,-13.3671,-2.41989,-0.327061,7.57824,-13.1345,7.65,-13.25,-3.62957,0
7.65846,-13.3716,-2.52265,-0.128265,7.45422,-13.2433,7.45,-13.25,-3.62953,0
7.50778,-13.3691,-2.54998,0.0458902,7.33241,-13.2718,7.3,-13.25,-2.7301,0
7.31641,-13.3526,-2.62444,0.252095,7.13166,-13.2372,7.15,-13.25,-2.73007,0
7.17197,-13.3297,-2.58858,0.414076,6.97467,-13.1643,7,-13.25,-2.72703,0
6.9885,-13.3005,-2.63019,0.603649,6.84852,-13.2404,6.85,-13.25,-2.727,0
6.82923,-13.2578,-2.63506,0.797199,6.7113,-13.2598,6.7,-13.2,-2.72742,0.909144
6.65588,-13.2066,-2.63045,0.982509,6.55626,-13.1584,6.55,-13.15,-2.72742,0.909144
6.50147,-13.1368,-2.58527,1.17531,6.32545,-12.9303,6.4,-13.1,-2.72703,0.908994
6.33458,-13.0694,-2.55444,1.34766,6.25112,-13.0473,6.25,-13.05,-2.727,0.908995
6.21971,-13.0082,-2.36564,1.41221,6.09711,-13.0021,6.1,-13,-2.73,0.910004
6.05591,-12.9394,-2.34459,1.55513,5.95513,-12.9613,5.95,-12.95,-2.72998,0.909996
5.95994,-12.8835,-2.17796,1.58805,5.89343,-13.1185,5.8,-12.9,-2.99275,0.99759
5.80469,-12.8153,-2.17639,1.70716,5.6635,-12.8347,5.65,-12.85,-2.99275,0.99758
5.69259,-12.7294,-2.04814,1.79489,5.61778,-12.8527,5.55,-12.75,-1.81993,1.81994
5.55069,-12.6323,-1.99446,1.92043,5.45219,-12.6228,5.45,-12.65,-1.81994,1.81994
5.4448,-12.5247,-1.85941,2.01206,5.30917,-12.4284,5.35,-12.55,-1.81722,1.81723
5.32083,-12.421,-1.78364,2.11397,5.25069,-12.4448,5.25,-12.45,-1.81721,1.81721
5.2172,-12.3038,-1.68829,2.2342,5.13338,-12.4375,5.1,-12.35,-2.72881,1.8192
5.08035,-12.2024,-1.64413,2.31088,4.9499,-12.2734,4.95,-12.25,-2.72881,1.81921
5.01935,-12.1063,-1.40272,2.2201,4.92993,-12.1787,4.9,-12.15,-0.908467,1.81693
4.91787,-11.9957,-1.32275,2.28709,4.84027,-12.0359,4.85,-12.05,-0.908462,1.81692
4.81731,-11.8431,-1.30856,2.53744,4.79909,-11.9738,4.75,-11.9,-1.81788,2.72684
4.7203,-11.7159,-1.21824,2.5941,4.63814,-11.758,4.65,-11.75,-1.81788,2.72683
4.6812,-11.6008,-0.976173,2.45191,4.50688,-11.4491,4.6,-11.65,-0.909963,1.81994
4.60666,-11.4819,-0.883416,2.48498,4.5399,-11.541,4.55,-11.55,-0.909959,1.81992
4.52127,-11.2989,-0.870334,2.80241,4.46798,-11.2692,4.5,-11.35,-0.909227,3.63689
4.47183,-11.1468,-0.73012,2.84198,4.45518,-11.1556,4.45,-11.15,-0.909218,3.63686
4.47268,-11.0412,-0.483246,2.59807,4.47788,-11.2387,4.4,-11.05,-0.909227,1.81845
4.42832,-10.911,-0.379378,2.60707,4.36691,-10.9529,4.35,-10.95,-0.909222,1.81844
4.42716,-10.7859,-0.20162,2.48549,4.34978,-10.6819,4.4,-10.8,0.9094,2.72823
4.42071,-10.6505,-0.0668322,2.49056,4.42489,-10.6572,4.45,-10.65,0.909396,2.72819
4.40313,-10.5034,0.0238946,2.63919,4.45256,-10.5332,4.45,-10.5,0,3.00113
4.41711,-10.3667,0.16809,2.64049,4.44692,-10.3512,4.45,-10.35,0,3.00113
4.43125,-10.2257,0.305837,2.63425,4.41237,-9.99477,4.5,-10.2,0.999524,2.99855
4.47486,-10.0816,0.479078,2.63,4.5556,-10.0446,4.55,-10.05,0.999524,2.99856
4.50087,-9.94032,0.610927,2.64588,4.57379,-9.85032,4.6,-9.9,0.998267,2.9948
4.56389,-9.7935,0.795912,2.62916,4.65841,-9.75093,4.65,-9.75,0.998262,2.99479
4.65012,-9.66999,0.984497,2.39756,4.60255,-9.4741,4.7,-9.65,0.910924,1.82187
4.71596,-9.53844,1.13342,2.33836,4.74425,-9.53907,4.75,-9.55,0.910928,1.82186
4.75897,-9.39455,1.24523,2.37934,4.78405,-9.35872,4.8,-9.4,0.908038,2.72411
4.84155,-9.26158,1.39622,2.31059,4.87523,-9.25457,4.85,-9.25,0.908033,2.7241
4.90525,-9.12115,1.50874,2.30803,4.92663,-9.02336,4.95,-9.1,1.81851,2.72776
5.00573,-8.98768,1.66343,2.23396,5.04624,-8.96378,5.05,-8.95,1.81852,2.72777
5.07392,-8.8465,1.75072,2.24175,5.1055,-8.72095,5.15,-8.8,1.8165,2.72476
5.19851,-8.70496,1.92567,2.17559,5.26299,-8.64398,5.25,-8.65,1.8165,2.72475
5.31775,-8.58902,2.0589,2.05362,5.34134,-8.5519,5.35,-8.55,1.82159,1.8216
5.43568,-8.47153,2.17561,1.95206,5.43218,-8.43885,5.45,-8.45,1.82157,1.82157
5.4987,-8.35254,2.15604,1.93313,5.5122,-8.36624,5.5,-8.35,0.908054,1.81609
5.6028,-8.25101,2.2195,1.81927,5.54143,-8.23537,5.55,-8.25,0.908054,1.8161
5.74596,-8.16332,2.34669,1.66652,5.72065,-8.20245,5.7,-8.15,2.72851,1.81902
5.87399,-8.06764,2.42866,1.55527,5.85207,-8.0316,5.85,-8.05,2.72849,1.81899
5.90865,-7.96603,2.2494,1.52709,5.99121,-7.96746,5.95,-7.9,1.81851,2.72777
6.04557,-7.85613,2.35435,1.46657,6.04955,-7.75139,6.05,-7.75,1.81852,2.72777
6.13576,-7.76531,2.30917,1.40133,6.20599,-7.74241,6.15,-7.65,1.81739,1.81739
6.26821,-7.66508,2.38903,1.33912,6.2473,-7.56333,6.25,-7.55,1.81739,1.81739
6.34865,-7.57654,2.29285,1.27978,6.39144,-7.48582,6.35,-7.45,1.8164,1.81641
6.47814,-7.4794,2.361,1.23013,6.44526,-7.36223,6.45,-7.35,1.81638,1.81638
6.59157,-7.40268,2.34939,1.15805,6.66209,-7.31025,6.6,-7.25,2.72856,1.81904
6.73983,-7.29733,2.44512,1.13487,6.74856,-7.14204,6.75,-7.15,2.72856,1.81904
6.81603,-7.21699,2.2902,1.07662,6.83447,-7.05268,6.85,-7.05,1.82066,1.82066
6.96217,-7.11548,2.37946,1.06486,6.97717,-6.96144,6.95,-6.95,1.82065,1.82065
7.07662,-7.05044,2.3863,1.01169,7.13677,-6.88363,7.1,-6.85,2.99976,1.99984
7.2236,-6.94469,2.48544,1.0286,7.2552,-6.74652,7.25,-6.75,2.99976,1.99984
7.24771,-6.86136,2.15295,0.991807,7.234,-6.59525,7.3,-6.65,0.999384,1.99876
7.36685,-6.75743,2.21503,1.02008,7.33491,-6.53948,7.35,-6.55,0.999369,1.99874
7.55649,-6.71028,2.47691,0.957133,7.67988,-6.69347,7.5,-6.55,2.72747,0
7.68873,-6.6408,2.50274,0.912247,7.64389,-6.55777,7.65,-6.55,2.72745,0
7.76555,-6.58143,2.26962,0.847748,7.94309,-6.60222,7.75,-6.45,1.81623,1.81624
7.89254,-6.49679,2.30695,0.845544,7.84566,-6.34021,7.85,-6.35,1.81623,1.81624
8.03055,-6.44285,2.38112,0.802179,7.9171,-6.24084,8,-6.3,2.72648,0.908821
8.16793,-6.36455,2.42199,0.795586,8.14601,-6.23101,8.15,-6.25,2.72645,0.908817
8.20629,-6.30049,2.03232,0.733337,8.37368,-6.18614,8.25,-6.1,1.81898,2.72847
8.34224,-6.19368,2.10535,0.789167,8.35502,-5.95811,8.35,-5.95,1.81897,2.72844
8.49751,-6.13995,2.28478,0.780747,8.43843,-5.87193,8.5,-5.9,2.72647,0.90883
8.6396,-6.04663,2.339,0.814766,8.64201,-5.86567,8.65,-5.85,2.72645,0.908817
8.7185,-5.98123,2.13327,0.779516,8.76652,-5.75601,8.75,-5.75,1.81789,1.81788
8.8544,-5.87512,2.18934,0.841315,8.85198,-5.65134,8.85,-5.65,1.81789,1.81788
8.98042,-5.81156,2.22798,0.836896,8.91028,-5.47662,9,-5.55,2.73109,1.82073
9.12524,-5.69651,2.28821,0.91615,9.13482,-5.45989,9.15,-5.45,2.73106,1.82072
9.21572,-5.62448,2.12783,0.895243,9.32693,-5.39468,9.25,-5.35,1.81796,1.81795
9.34871,-5.50445,2.17327,0.983577,9.33045,-5.26019,9.35,-5.25,1.81794,1.81793
9.47368,-5.43379,2.20238,0.991041,9.4498,-5.12838,9.5,-5.15,2.72905,1.81937
9.62044,-5.29992,2.26055,1.10547,9.63754,-5.04328,9.65,-5.05,2.72903,1.81935
9.6623,-5.21341,1.93691,1.07108,9.83281,-5.00671,9.7,-4.95,0.998666,1.99733
9.7728,-5.08879,1.96752,1.17724,9.74856,-4.84745,9.75,-4.85,0.998656,1.99731
9.86877,-5.00806,1.9025,1.17888,9.96003,-4.81123,9.85,-4.75,1.8172,1.81719
9.98006,-4.87998,1.91866,1.27712,9.93394,-4.66432,9.95,-4.65,1.81717,1.81717
10.0769,-4.79459,1.87131,1.28737,10.1357,-4.58625,10.05,-4.55,1.82042,1.82043
10.1873,-4.65834,1.88499,1.39698,10.1444,-4.44253,10.15,-4.45,1.82041,1.82042
10.327,-4.57512,2.02882,1.44991,10.3185,-4.35401,10.3,-4.35,2.72672,1.81782
10.4529,-4.43395,2.05107,1.56244,10.4496,-4.24828,10.45,-4.25,2.7267,1.8178
10.4799,-4.31736,1.68918,1.50742,10.5826,-4.11494,10.5,-4.1,0.908764,2.72628
10.583,-4.16373,1.69353,1.63988,10.5542,-3.95161,10.55,-3.95,0.908764,2.72628
10.664,-4.05521,1.63022,1.66562,10.6618,-3.80699,10.65,-3.8,1.8194,2.72911
10.7692,-3.88341,1.63375,1.82506,10.7602,-3.65417,10.75,-3.65,1.81939,2.72908
10.8748,-3.77435,1.67346,1.87727,10.8593,-3.57039,10.85,-3.55,1.81839,1.81838
10.9704,-3.61855,1.65689,1.9886,10.9375,-3.46792,10.95,-3.45,1.81838,1.81838
11.0121,-3.48646,1.45284,1.97918,11.0183,-3.30073,11,-3.3,0.908549,2.72563
11.097,-3.31571,1.42588,2.1116,11.0672,-3.14607,11.05,-3.15,0.908549,2.72564
11.1456,-3.18126,1.294,2.12674,11.1054,-3.01303,11.1,-3,0.90888,2.72663
11.2119,-3.00732,1.24315,2.24847,11.1428,-2.8481,11.15,-2.85,0.908863,2.72661
11.2586,-2.86787,1.13829,2.27512,11.1758,-2.69942,11.2,-2.7,0.909988,2.72995
11.3154,-2.6885,1.07709,2.39364,11.2495,-2.5409,11.25,-2.55,0.909988,2.72995
11.2792,-2.51962,0.719399,2.35549,11.4549,-2.46508,11.2,-2.4,-0.907692,2.72306
11.2977,-2.35183,0.618217,2.43152,11.1705,-2.24061,11.15,-2.25,-0.907683,2.72304
11.3869,-2.24581,0.734198,2.43322,11.2202,-2.08176,11.25,-2.1,1.8219,2.73284
11.418,-2.07354,0.659507,2.51866,11.3536,-1.97104,11.35,-1.95,1.82188,2.73281
11.4124,-1.91732,0.491641,2.5335,11.224,-1.77367,11.35,-1.8,0,2.71996
11.4294,-1.74017,0.403445,2.61262,11.3661,-1.64386,11.35,-1.65,0,2.71993
11.4267,-1.58486,0.275779,2.63259,11.2691,-1.47976,11.35,-1.5,0,2.73448
11.4255,-1.41435,0.174502,2.68269,11.3391,-1.34511,11.35,-1.35,0,2.73446
11.3265,-1.24204,-0.199604,2.70754,11.2507,-1.19626,11.25,-1.2,-1.99969,2.99952
11.2902,-1.09084,-0.32771,2.71712,11.1532,-1.04324,11.15,-1.05,-1.99967,2.99949
11.2245,-0.929933,-0.551606,2.75287,10.9697,-0.89157,11.1,-0.9,-1.00006,3.00024
11.1753,-0.779928,-0.682558,2.74574,11.0654,-0.742685,11.05,-0.75,-1.00006,3.00021
11.0742,-0.599861,-0.983645,2.78725,10.8913,-0.655608,10.95,-0.649999,-1.81771,1.81773
10.9895,-0.476852,-1.12093,2.67383,10.8418,-0.549005,10.85,-0.549999,-1.81772,1.81773
10.8962,-0.32252,-1.33061,2.65472,10.827,-0.442912,10.75,-0.45,-1.81842,1.8184
10.7957,-0.226979,-1.4493,2.49047,10.6642,-0.353413,10.65,-0.35,-1.8184,1.81839
10.6267,-0.056737,-1.91725,2.57972,10.5503,-0.248633,10.5,-0.25,-3.00035,2.00024
10.501,0.0057197,-2.02477,2.35665,10.3487,-0.171899,10.35,-0.15,-3.00032,2.00022
10.3926,0.10439,-2.12574,2.22514,10.2559,-0.115293,10.25,-0.0999996,-2.00053,1.00027
10.2626,0.146822,-2.20867,1.99427,10.137,-0.0462889,10.15,-0.0499992,-2.00053,1.00027
10.1609,0.219196,-2.22963,1.82644,10.0717,0.0165033,10.05,9.49949e-07,-2.00009,1.00004
10.0309,0.245947,-2.29081,1.60517,9.92833,0.0556031,9.95,0.0500011,-2.00006,1.00003
9.88179,0.324324,-2.51424,1.52409,9.8478,0.0279858,9.8,0.0500011,-3.00025,0
9.74125,0.312122,-2.5423,1.24916,9.65029,0.0372757,9.65,0.0500011,-3.00024,0
9.58957,0.366504,-2.70896,1.12323,9.54682,0.0997641,9.5,0.100001,-2.99825,0.999409
9.43694,0.355454,-2.74042,0.867928,9.33515,0.138463,9.35,0.15,-2.99825,0.999409
9.33912,0.351592,-2.50073,0.613752,9.46113,0.134275,9.25,0.15,-1.81915,0
9.19269,0.332474,-2.50969,0.390675,9.13787,0.161547,9.15,0.15,-1.81913,0
9.03793,0.354154,-2.68464,0.262349,9.02723,0.196492,9,0.2,-2.99927,0.99976
8.89143,0.339885,-2.69777,0.0709103,8.82128,0.250523,8.85,0.25,-2.99927,0.99976
8.7369,0.341245,-2.79416,-0.0851413,8.67607,0.247512,8.7,0.25,-2.99873,0
8.59023,0.315266,-2.78551,-0.274368,8.54916,0.247046,8.55,0.25,-2.99871,0
8.44745,0.287855,-2.70652,-0.452659,8.44086,0.253341,8.4,0.25,-2.72872,0
8.28902,0.258237,-2.68842,-0.627827,8.2302,0.258614,8.25,0.25,-2.72871,0
8.13804,0.228174,-2.7397,-0.789091,8.1066,0.204722,8.1,0.2,-2.99909,-0.9997
7.99369,0.172636,-2.69758,-0.968845,7.94777,0.127954,7.95,0.15,-2.9991,-0.9997
7.83906,0.132162,-2.75363,-1.12678,7.82213,0.149733,7.8,0.15,-3.00101,0
7.69355,0.0880917,-2.70632,-1.25699,7.63383,0.15164,7.65,0.15,-3.00099,0
7.54864,0.0216436,-2.61259,-1.40446,7.49691,0.101076,7.5,0.100001,-2.72698,-0.908982
7.40046,-0.0333146,-2.54127,-1.518,7.35046,0.0656199,7.35,0.0500011,-2.72695,-0.908974
7.29061,-0.110833,-2.36018,-1.62097,7.13188,-0.00451978,7.25,9.49949e-07,-2.00032,-1.00016
7.17347,-0.1654,-2.27717,-1.6975,7.14965,-0.0559868,7.15,-0.0499992,-2.0003,-1.00015
7.00366,-0.232383,-2.37781,-1.84892,6.77233,-0.150907,7,-0.15,-2.72534,-1.8169
6.87543,-0.313826,-2.27283,-1.9391,6.85872,-0.227918,6.85,-0.25,-2.72532,-1.81688
6.81644,-0.434853,-1.91789,-1.99061,6.70421,-0.347264,6.8,-0.349999,-1.00053,-2.00107
6.7292,-0.515532,-1.80277,-2.05046,6.74687,-0.441006,6.75,-0.449999,-1.00054,-2.00107
6.62967,-0.599151,-1.7607,-2.13823,6.72084,-0.550555,6.65,-0.549999,-2.00016,-2.00017
6.54726,-0.690206,-1.64382,-2.19342,6.54837,-0.624094,6.55,-0.65,-2.00016,-2.00017
6.49188,-0.820016,-1.41769,-2.26031,6.40088,-0.78131,6.5,-0.799999,-0.999884,-2.99963
6.42733,-0.939594,-1.28701,-2.34177,6.44859,-0.960126,6.45,-0.949999,-0.999884,-2.99963
6.37842,-1.07488,-1.10583,-2.4201,6.37766,-1.0844,6.4,-1.1,-0.999984,-2.99995
6.32988,-1.20619,-0.962411,-2.49383,6.35596,-1.24356,6.35,-1.25,-0.999969,-2.99992
6.3202,-1.37761,-0.699646,-2.60093,6.5527,-1.43518,6.35,-1.4,0,-3.00132
6.29791,-1.5157,-0.531602,-2.6466,6.35503,-1.55184,6.35,-1.55,0,-3.00129
6.27689,-1.65914,-0.354782,-2.6678,6.33086,-1.6454,6.35,-1.65,0,-1.81769
6.27604,-1.7922,-0.169031,-2.64767,6.34356,-1.7483,6.35,-1.75,0,-1.81769
6.28696,-1.95797,0.0541881,-2.74036,6.34522,-1.96081,6.35,-1.95,0,-3.99976
6.3003,-2.09928,0.231228,-2.73724,6.34095,-2.12276,6.35,-2.15,0,-3.99972
6.30049,-2.19831,0.321287,-2.59926,6.3068,-2.23646,6.35,-2.25,0,-2
6.32395,-2.33193,0.481867,-2.58214,6.34785,-2.35274,6.35,-2.35,0,-1.99998
6.33708,-2.43889,0.578634,-2.47075,6.26272,-2.46894,6.35,-2.5,0,-3
6.36675,-2.57742,0.726387,-2.46529,6.36265,-2.64414,6.35,-2.65,0,-3
6.41286,-2.72923,0.921311,-2.51856,6.38105,-2.77438,6.4,-2.8,1.00003,-3.00012
6.46035,-2.872,1.07388,-2.4959,6.461,-2.95066,6.45,-2.95,1.00003,-3.00009
6.52654,-3.03679,1.29668,-2.56435,6.50958,-3.15806,6.5,-3.15,0.999284,-3.99712
6.5845,-3.20102,1.44663,-2.55967,6.55345,-3.36165,6.55,-3.35,0.999284,-3.99712
6.63596,-3.30131,1.44109,-2.28124,6.64067,-3.46888,6.6,-3.45,0.909922,-1.81983
6.70234,-3.45089,1.56979,-2.24166,6.63536,-3.55462,6.65,-3.55,0.909917,-1.81984
6.77716,-3.57427,1.6919,-2.17815,6.70376,-3.69784,6.7,-3.7,0.999335,-2.99802
6.8423,-3.71463,1.79164,-2.14861,6.75151,-3.84595,6.75,-3.85,0.99934,-2.99802
6.90977,-3.81727,1.7919,-1.95441,6.65288,-3.91672,6.8,-4,0.908549,-2.72564
6.97976,-3.97052,1.87724,-1.9372,6.85764,-4.15466,6.85,-4.15,0.908537,-2.72561
7.03896,-4.04622,1.75849,-1.65295,6.9447,-4.2991,6.9,-4.25,0.90988,-1.81977
7.10043,-4.17917,1.81452,-1.6295,6.94846,-4.34203,6.95,-4.35,0.909876,-1.81975
7.18519,-4.28281,1.90079,-1.5825,7.09552,-4.55441,7,-4.5,1.00008,-3.00024
7.23337,-4.41968,1.92469,-1.59125,7.03506,-4.6461,7.05,-4.65,1.00008,-3.00024
7.35082,-4.55436,2.16349,-1.6804,7.25009,-4.88515,7.15,-4.8,1.99984,-2.99976
7.41961,-4.69687,2.18753,-1.6883,7.26242,-4.9318,7.25,-4.95,1.99984,-2.99976
7.48452,-4.76905,2.05709,-1.48167,7.33292,-5.08676,7.3,-5.05,1.00028,-2.00057
7.53977,-4.90708,2.05988,-1.50077,7.3521,-5.15533,7.35,-5.15,1.00028,-2.00056
7.62411,-4.99742,2.07737,-1.4285,7.40318,-5.28627,7.4,-5.3,1.00003,-3.00012
7.66933,-5.1464,2.05543,-1.4726,7.44098,-5.44336,7.45,-5.45,1.00004,-3.00012
7.7636,-5.24559,2.1345,-1.45822,7.46878,-5.50726,7.55,-5.55,1.99961,-1.99961
7.8265,-5.38571,2.12526,-1.48932,7.66561,-5.647,7.65,-5.65,1.9996,-1.9996
7.91254,-5.47485,2.11891,-1.41837,7.70927,-5.8194,7.7,-5.8,1.00027,-3.00084
7.9614,-5.63241,2.08281,-1.48444,7.75724,-5.96146,7.75,-5.95,1.00028,-3.00084
8.05711,-5.72881,2.15542,-1.47849,7.71187,-5.94164,7.85,-6.05,1.9998,-1.99981
8.11726,-5.87504,2.12645,-1.52797,7.95005,-6.14609,7.95,-6.15,1.9998,-1.9998
8.18921,-5.95081,2.02462,-1.39859,8.03808,-6.28852,8,-6.25,1.00004,-2.00008
8.23677,-6.09351,1.98361,-1.45047,8.04346,-6.35767,8.05,-6.35,1.00004,-2.00008
8.36192,-6.21077,2.20654,-1.57008,8.1071,-6.48544,8.15,-6.5,1.99951,-2.99928
8.42242,-6.36857,2.16116,-1.64309,8.25742,-6.66007,8.25,-6.65,1.9995,-2.99925
8.49285,-6.44553,1.97504,-1.45119,8.38768,-6.7963,8.3,-6.75,0.90921,-1.81841
8.5406,-6.60394,1.91733,-1.51604,8.33159,-6.8699,8.35,-6.85,0.90921,-1.81841
8.64734,-6.7125,2.01943,-1.56755,8.58336,-7.15056,8.4,-7,1.0001,-3.00036
8.68313,-6.87357,1.94341,-1.6512,8.45779,-7.15285,8.45,-7.15,1.00011,-3.00036
8.77532,-6.97369,2.01074,-1.68046,8.37938,-7.10665,8.55,-7.25,1.99907,-1.99908
8.82417,-7.12364,1.95161,-1.74615,8.647,-7.3454,8.65,-7.35,1.99908,-1.99908
8.92423,-7.23467,2.01576,-1.78323,8.76035,-7.57239,8.7,-7.5,1.00058,-3.00174
8.96424,-7.40177,1.93475,-1.87408,8.76121,-7.66039,8.75,-7.65,1.00057,-3.00171
9.02052,-7.48629,1.79607,-1.73851,8.81118,-7.75569,8.8,-7.75,0.999844,-1.99968
9.05154,-7.63669,1.72149,-1.80594,8.84363,-7.83628,8.85,-7.85,0.999844,-1.99968
9.18143,-7.7777,1.95899,-2.02375,9.07758,-8.1058,8.95,-8,2.00017,-3.00024
9.22654,-7.94467,1.88045,-2.10886,9.05238,-8.15838,9.05,-8.15,2.00014,-3.00021
9.28017,-8.03611,1.7397,-1.96792,9.05557,-8.22632,9.1,-8.25,0.998905,-1.99781
